* ====================================================================
* record-id : 20260808-023237-61e0c25
* testbench : tb_device_mv_fet.spice
* corner    : fs
* temp      : -40 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/home/ubuntu/.volare/gf180mcuD)
* ngspice   : ngspice-46 : Circuit level simulation program
* run (UTC) : 2026-08-08T02:32:37Z
* ====================================================================

Note: No compatibility mode selected!


Circuit: *include "corner.spice

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  9.84000e-01
No. of Data Rows : 501
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:54  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfrac)        id_vt_n06       id_vt_p06       id_vt_n05       id_vt_p05       id_vt_n33       id_vt_p33       
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	5.9381270999e-14	-5.000194166e-14	5.9805341035e-14	-5.000196487e-14	6.3008956074e-14	-5.916997285e-14	
1	2.0000000000e-03	2.0000000000e-03	5.9525529312e-14	-5.000113580e-14	6.0082092286e-14	-5.000128504e-14	6.4022308689e-14	-5.917000873e-14	
2	4.0000000000e-03	4.0000000000e-03	5.9846200946e-14	-5.000038654e-14	6.0624737727e-14	-5.000063600e-14	6.5674032951e-14	-5.917006591e-14	
3	6.0000000000e-03	6.0000000000e-03	6.0288003244e-14	-5.000001909e-14	6.1325989428e-14	-5.000008338e-14	6.7632208215e-14	-5.917013306e-14	
4	8.0000000000e-03	8.0000000000e-03	6.0977002941e-14	-5.000002933e-14	6.2340807410e-14	-5.000002090e-14	7.0177644957e-14	-5.917021926e-14	
5	1.0000000000e-02	1.0000000000e-02	6.2051487676e-14	-5.000004507e-14	6.3809379932e-14	-5.000002994e-14	7.3486342708e-14	-5.917032992e-14	
6	1.2000000000e-02	1.2000000000e-02	6.3727091187e-14	-5.000006925e-14	6.5934558476e-14	-5.000004291e-14	7.7787010207e-14	-5.917047197e-14	
7	1.4000000000e-02	1.4000000000e-02	6.6340044270e-14	-5.000010642e-14	6.9009861672e-14	-5.000006149e-14	8.3376839623e-14	-5.917065432e-14	
8	1.6000000000e-02	1.6000000000e-02	7.0414604401e-14	-5.000016352e-14	7.3459990717e-14	-5.000008811e-14	9.0641997973e-14	-5.917088840e-14	
9	1.8000000000e-02	1.8000000000e-02	7.6768175733e-14	-5.000025127e-14	7.9899444085e-14	-5.000012626e-14	1.0008424522e-13	-5.917118889e-14	
10	2.0000000000e-02	2.0000000000e-02	8.6675177972e-14	-5.000038609e-14	8.9217313791e-14	-5.000018093e-14	1.1235550941e-13	-5.917157462e-14	
11	2.2000000000e-02	2.2000000000e-02	1.0212248139e-13	-5.000059323e-14	1.0269995247e-13	-5.000025928e-14	1.2830279532e-13	-5.917206980e-14	
12	2.4000000000e-02	2.4000000000e-02	1.2620754375e-13	-5.000091147e-14	1.2220841611e-13	-5.000037154e-14	1.4902651258e-13	-5.917270545e-14	
13	2.6000000000e-02	2.6000000000e-02	1.6375891746e-13	-5.000140037e-14	1.5043512735e-13	-5.000053241e-14	1.7595622934e-13	-5.917352144e-14	
14	2.8000000000e-02	2.8000000000e-02	2.2230322648e-13	-5.000215141e-14	1.9127510420e-13	-5.000076294e-14	2.1094905269e-13	-5.917456893e-14	
15	3.0000000000e-02	3.0000000000e-02	3.1357188186e-13	-5.000330512e-14	2.5036285127e-13	-5.000109327e-14	2.5641738768e-13	-5.917591359e-14	
16	3.2000000000e-02	3.2000000000e-02	4.5584844863e-13	-5.000507731e-14	3.3584877345e-13	-5.000156656e-14	3.1549483894e-13	-5.917763974e-14	
17	3.4000000000e-02	3.4000000000e-02	6.7762502343e-13	-5.000779942e-14	4.5952185413e-13	-5.000224469e-14	3.9225163059e-13	-5.917985559e-14	
18	3.6000000000e-02	3.6000000000e-02	1.0232963173e-12	-5.001198043e-14	6.3843282845e-13	-5.000321627e-14	4.9197430775e-13	-5.918270008e-14	
19	3.8000000000e-02	3.8000000000e-02	1.5620246244e-12	-5.001840200e-14	8.9724063984e-13	-5.000460825e-14	6.2152887894e-13	-5.918635156e-14	
20	4.0000000000e-02	4.0000000000e-02	2.4015367944e-12	-5.002826439e-14	1.2716039006e-12	-5.000660249e-14	7.8983225960e-13	-5.919103897e-14	
21	4.2000000000e-02	4.2000000000e-02	3.7095881711e-12	-5.004341065e-14	1.8130817715e-12	-5.000945946e-14	1.0084642724e-12	-5.919705619e-14	
22	4.4000000000e-02	4.4000000000e-02	5.7473368347e-12	-5.006667069e-14	2.5962143643e-12	-5.001355230e-14	1.2924620490e-12	-5.920478050e-14	
23	4.6000000000e-02	4.6000000000e-02	8.9212041149e-12	-5.010238952e-14	3.7287490465e-12	-5.001941543e-14	1.6613511101e-12	-5.921469621e-14	
24	4.8000000000e-02	4.8000000000e-02	1.3863397546e-11	-5.015723814e-14	5.3664054196e-12	-5.002781434e-14	2.1404835196e-12	-5.922742499e-14	
25	5.0000000000e-02	5.0000000000e-02	2.1556815416e-11	-5.024145825e-14	7.7341847507e-12	-5.003984536e-14	2.7627743913e-12	-5.924376493e-14	
26	5.2000000000e-02	5.2000000000e-02	3.3528560130e-11	-5.037077274e-14	1.1157109826e-11	-5.005707872e-14	3.5709550935e-12	-5.926474051e-14	
27	5.4000000000e-02	5.4000000000e-02	5.2149297121e-11	-5.056931809e-14	1.6104543134e-11	-5.008176325e-14	4.6204965468e-12	-5.929166685e-14	
28	5.6000000000e-02	5.6000000000e-02	8.1095493949e-11	-5.087414484e-14	2.3254037231e-11	-5.011711956e-14	5.9834014016e-12	-5.932623215e-14	
29	5.8000000000e-02	5.8000000000e-02	1.2606152406e-10	-5.134212449e-14	3.3583250051e-11	-5.016775986e-14	7.7531226348e-12	-5.937060359e-14	
30	6.0000000000e-02	6.0000000000e-02	1.9585359115e-10	-5.206054861e-14	4.8502130893e-11	-5.024028904e-14	1.0050942120e-11	-5.942756313e-14	
31	6.2000000000e-02	6.2000000000e-02	3.0406433345e-10	-5.316339337e-14	7.0042797605e-11	-5.034416529e-14	1.3034241036e-11	-5.950068196e-14	
32	6.4000000000e-02	6.4000000000e-02	4.7162534937e-10	-5.485627549e-14	1.0113190118e-10	-5.049293231e-14	1.6907221038e-11	-5.959454439e-14	
33	6.6000000000e-02	6.6000000000e-02	7.3067747874e-10	-5.745474181e-14	1.4598065837e-10	-5.070598347e-14	2.1934799256e-11	-5.971503529e-14	
34	6.8000000000e-02	6.8000000000e-02	1.1304016467e-09	-6.144301110e-14	2.1064227275e-10	-5.101108734e-14	2.8460612032e-11	-5.986970896e-14	
35	7.0000000000e-02	7.0000000000e-02	1.7457355948e-09	-6.756408462e-14	3.0380668831e-10	-5.144800335e-14	3.6930335550e-11	-6.006826281e-14	
36	7.2000000000e-02	7.2000000000e-02	2.6902843422e-09	-7.695796183e-14	4.3793052287e-10	-5.207365755e-14	4.7921883578e-11	-6.032314526e-14	
37	7.4000000000e-02	7.4000000000e-02	4.1352330245e-09	-9.137361661e-14	6.3083815822e-10	-5.296955158e-14	6.2184495675e-11	-6.065033615e-14	
38	7.6000000000e-02	7.6000000000e-02	6.3367009784e-09	-1.134940515e-13	9.0798146025e-10	-5.425236783e-14	8.0689311685e-11	-6.107034853e-14	
39	7.8000000000e-02	7.8000000000e-02	9.6747351543e-09	-1.474346695e-13	1.3056141789e-09	-5.608914879e-14	1.0469477603e-10	-6.160951461e-14	
40	8.0000000000e-02	8.0000000000e-02	1.4708019257e-08	-1.995072290e-13	1.8752268582e-09	-5.871902251e-14	1.3583117334e-10	-6.230163641e-14	
41	8.2000000000e-02	8.2000000000e-02	2.2249371207e-08	-2.793906416e-13	2.6897032510e-09	-6.248429514e-14	1.7620982240e-10	-6.319010472e-14	
42	8.4000000000e-02	8.4000000000e-02	3.3468263959e-08	-4.019247872e-13	3.8518033922e-09	-6.787494655e-14	2.2856401859e-10	-6.433061897e-14	
43	8.6000000000e-02	8.6000000000e-02	5.0028076365e-08	-5.898579655e-13	5.5057538039e-09	-7.559230194e-14	2.9643080539e-10	-6.579467863e-14	
44	8.8000000000e-02	8.8000000000e-02	7.4267756640e-08	-8.780532900e-13	7.8529315346e-09	-8.664013627e-14	3.8438517969e-10	-6.767406474e-14	
