* ====================================================================
* record-id : 20260808-023237-61e0c25
* testbench : tb_device_mv_fet.spice
* corner    : ff
* temp      : 27 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/home/ubuntu/.volare/gf180mcuD)
* ngspice   : ngspice-46 : Circuit level simulation program
* run (UTC) : 2026-08-08T02:32:37Z
* ====================================================================

Note: No compatibility mode selected!


Circuit: *include "corner.spice

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.22000e-01
No. of Data Rows : 501
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:53  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfrac)        id_vt_n06       id_vt_p06       id_vt_n05       id_vt_p05       id_vt_n33       id_vt_p33       
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	8.1307198690e-13	-5.877585075e-14	1.5560923400e-12	-5.933945661e-14	5.7900489924e-12	-3.584579678e-13	
1	2.0000000000e-03	2.0000000000e-03	1.0749339949e-12	-6.183663180e-14	1.9882212470e-12	-6.207092488e-14	6.9662364612e-12	-4.179551687e-13	
2	4.0000000000e-03	4.0000000000e-03	1.5688692431e-12	-6.763174033e-14	2.7253082455e-12	-6.676485340e-14	8.6978866179e-12	-5.045130541e-13	
3	6.0000000000e-03	6.0000000000e-03	2.1951723772e-12	-7.499388084e-14	3.6169845449e-12	-7.246273197e-14	1.0664742539e-11	-6.023646575e-13	
4	8.0000000000e-03	8.0000000000e-03	3.0810010376e-12	-8.543075973e-14	4.8065946766e-12	-8.009813692e-14	1.3078817366e-11	-7.216824622e-13	
5	1.0000000000e-02	1.0000000000e-02	4.3337960249e-12	-1.002254200e-13	6.3935907991e-12	-9.032889381e-14	1.6041647678e-11	-8.671741510e-13	
6	1.2000000000e-02	1.2000000000e-02	6.1054142482e-12	-1.211971051e-13	8.5105746274e-12	-1.040369130e-13	1.9677779990e-11	-1.044579321e-12	
7	1.4000000000e-02	1.4000000000e-02	8.6104495611e-12	-1.509243382e-13	1.1334322098e-11	-1.224038877e-13	2.4139972308e-11	-1.260895496e-12	
8	1.6000000000e-02	1.6000000000e-02	1.2152083819e-11	-1.930616782e-13	1.5100461597e-11	-1.470129978e-13	2.9615567449e-11	-1.524653583e-12	
9	1.8000000000e-02	1.8000000000e-02	1.7158545480e-11	-2.527885252e-13	2.0123009717e-11	-1.799852656e-13	3.6334300759e-11	-1.846253557e-12	
10	2.0000000000e-02	2.0000000000e-02	2.4234498841e-11	-3.374449594e-13	2.6820361642e-11	-2.241621933e-13	4.4577863256e-11	-2.238373523e-12	
11	2.2000000000e-02	2.2000000000e-02	3.4233429270e-11	-4.574324497e-13	3.5749852894e-11	-2.833503755e-13	5.4691612441e-11	-2.716468147e-12	
12	2.4000000000e-02	2.4000000000e-02	4.8359521115e-11	-6.274895812e-13	4.7653694882e-11	-3.626490940e-13	6.7098909878e-11	-3.299375936e-12	
13	2.6000000000e-02	2.6000000000e-02	6.8310909443e-11	-8.684986368e-13	6.3519990227e-11	-4.688890052e-13	8.2318670331e-11	-4.010059057e-12	
14	2.8000000000e-02	2.8000000000e-02	9.6480883639e-11	-1.210041270e-12	8.4663721848e-11	-6.112195400e-13	1.0098683599e-10	-4.876504527e-12	
15	3.0000000000e-02	3.0000000000e-02	1.3624011600e-10	-1.693972545e-12	1.1283416848e-10	-8.018953345e-13	1.2388264571e-10	-5.932821842e-12	
16	3.2000000000e-02	3.2000000000e-02	1.9233193226e-10	-2.379555084e-12	1.5035723900e-10	-1.057328995e-12	1.5196075940e-10	-7.220579683e-12	
17	3.4000000000e-02	3.4000000000e-02	2.7142489468e-10	-3.350684691e-12	2.0032387890e-10	-1.399500176e-12	1.8639052792e-10	-8.790433542e-12	
